Pinyin_h,Chinese_h,English_h,Latin_h,CID
A BI XI NI YA NIU JIN GUO,阿比西尼亚牛筋果,Abyssinia harrisonia*,Harrisonia abyssinica,441968
ACICULAR THOROWAX,,,"Bupleurum bicaule, zhui ye chai hu",137705034
AN I JIN,安乃近,Algin,Alginum,3114
AN YOU,按油,Eucalyptus oil,Oleum eucalypti,54690394
AN YOU,按油,Eucalyptus oil,Oleum eucalypti,54670067
AN YOU,按油,Eucalyptus oil,Oleum eucalypti,937
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,100068262
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,100005099
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,122118
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,8784
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,931
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,5280863
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,1217
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,68245
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,8181
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,7149
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,14005
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,86011
AO MAI DING GONG TENG,凹脉丁公藤,Elliptical erycibe,Erycibe elliptilimba,5099
BA DOU,巴豆,Pu rging croton,Croton tiglium,476549
BA DOU,巴豆,Pu rging croton,Croton tiglium,124027
BA DOU,巴豆,Pu rging croton,Croton tiglium,6451045
BA DOU,巴豆,Pu rging croton,Croton tiglium,476547
BA DOU,巴豆,Pu rging croton,Croton tiglium,6451046
BA DOU,巴豆,Pu rging croton,Croton tiglium,6451043
BA DOU,巴豆,Pu rging croton,Croton tiglium,6451044
BA DOU,巴豆,Pu rging croton,Croton tiglium,5318035
BA DOU,巴豆,Pu rging croton,Croton tiglium,145857
BA DOU,巴豆,Pu rging croton,Croton tiglium,5461017
BA DOU,巴豆,Pu rging croton,Croton tiglium,10467
BA DOU,巴豆,Pu rging croton,Croton tiglium,637090
BA DOU,巴豆,Pu rging croton,Croton tiglium,7073848
BA DOU,巴豆,Pu rging croton,Croton tiglium,65085
BA DOU,巴豆,Pu rging croton,Croton tiglium,5316141
BA DOU,巴豆,Pu rging croton,Croton tiglium,636741
BA DOU,巴豆,Pu rging croton,Croton tiglium,520159
BA DOU,巴豆,Pu rging croton,Croton tiglium,410436
BA DOU,巴豆,Pu rging croton,Croton tiglium,8194
BA DOU,巴豆,Pu rging croton,Croton tiglium,3893
BA DOU,巴豆,Pu rging croton,Croton tiglium,5280934
BA DOU,巴豆,Pu rging croton,Croton tiglium,44134803
BA DOU,巴豆,Pu rging croton,Croton tiglium,23440040
BA DOU,巴豆,Pu rging croton,Croton tiglium,4276
BA DOU,巴豆,Pu rging croton,Croton tiglium,46926173
BA DOU,巴豆,Pu rging croton,Croton tiglium,24832117
BA DOU,巴豆,Pu rging croton,Croton tiglium,5281391
BA DOU,巴豆,Pu rging croton,Croton tiglium,37783
BA DOU,巴豆,Pu rging croton,Croton tiglium,500522
BA DOU,巴豆,Pu rging croton,Croton tiglium,72294
BA DOU,巴豆,Pu rging croton,Croton tiglium,71586739
BA DOU,巴豆,Pu rging croton,Croton tiglium,9894037
BA DOU,巴豆,Pu rging croton,Croton tiglium,44269646
BA DOU,巴豆,Pu rging croton,Croton tiglium,119080
BA DOU,巴豆,Pu rging croton,Croton tiglium,24837273
BA DOU,巴豆,Pu rging croton,Croton tiglium,24837274
BA DOU,巴豆,Pu rging croton,Croton tiglium,27924
BA DOU,巴豆,Pu rging croton,Croton tiglium,5320534
BA DOU,巴豆,Pu rging croton,Croton tiglium,5281
BA DOU,巴豆,Pu rging croton,Croton tiglium,11146
BA DOU,巴豆,Pu rging croton,Croton tiglium,6971144
BA DOU,巴豆,Pu rging croton,Croton tiglium,125468
BA DOU,巴豆,Pu rging croton,Croton tiglium,6540490
BA DOU,巴豆,Pu rging croton,Croton tiglium,222284
BA DOU,巴豆,Pu rging croton,Croton tiglium,126726
BA DOU,巴豆,Pu rging croton,Croton tiglium,132521
BA DOU,巴豆,Pu rging croton,Croton tiglium,44445519
BA DOU,巴豆,Pu rging croton,Croton tiglium,11473265
BA DOU,巴豆,Pu rging croton,Croton tiglium,500452
BA DOU,巴豆,Pu rging croton,Croton tiglium,637563
BA DOU,巴豆,Pu rging croton,Croton tiglium,54670067
BA DOU,巴豆,Pu rging croton,Croton tiglium,443336
BA DOU,巴豆,Pu rging croton,Croton tiglium,379
BA DOU,巴豆,Pu rging croton,Croton tiglium,8215
BA DOU,巴豆,Pu rging croton,Croton tiglium,5280450
BA DOU,巴豆,Pu rging croton,Croton tiglium,5281116
BA DOU,巴豆,Pu rging croton,Croton tiglium,31283
BA DOU,巴豆,Pu rging croton,Croton tiglium,12366
BA DOU,巴豆,Pu rging croton,Croton tiglium,457801
BA DOU,巴豆,Pu rging croton,Croton tiglium,985
BA DOU,巴豆,Pu rging croton,Croton tiglium,76900
BA DOU,巴豆,Pu rging croton,Croton tiglium,5282822
BA DOU,巴豆,Pu rging croton,Croton tiglium,91798596
BA DOU,巴豆,Pu rging croton,Croton tiglium,151621
BA DOU,巴豆,Pu rging croton,Croton tiglium,442756
BA DOU,巴豆,Pu rging croton,Croton tiglium,11005
BA DOU,巴豆,Pu rging croton,Croton tiglium,2969
BA DOU,巴豆,Pu rging croton,Croton tiglium,442531
BA DOU,巴豆,Pu rging croton,Croton tiglium,445639
BA DOU,巴豆,Pu rging croton,Croton tiglium,6072
BA DOU,巴豆,Pu rging croton,Croton tiglium,442070
BA DOU,巴豆,Pu rging croton,Croton tiglium,126963567
BA DOU,巴豆,Pu rging croton,Croton tiglium,849
BA DOU,巴豆,Pu rging croton,Croton tiglium,439242
BA DOU,巴豆,Pu rging croton,Croton tiglium,24981346
BA DOU,巴豆,Pu rging croton,Croton tiglium,12444363
BA DOU,巴豆,Pu rging croton,Croton tiglium,54690394
BA DOU,巴豆,Pu rging croton,Croton tiglium,4788
BA DOU,巴豆,Pu rging croton,Croton tiglium,11574644
BA DOU,巴豆,Pu rging croton,Croton tiglium,10796770
BA DOU,巴豆,Pu rging croton,Croton tiglium,21159087
BA DOU,巴豆,Pu rging croton,Croton tiglium,5281865
BA DOU,巴豆,Pu rging croton,Croton tiglium,11796
BA DOU,巴豆,Pu rging croton,Croton tiglium,290670
BA DOU,巴豆,Pu rging croton,Croton tiglium,122634
BA DOU,巴豆,Pu rging croton,Croton tiglium,56843196
BA DOU,巴豆,Pu rging croton,Croton tiglium,101039693
BA DOU,巴豆,Pu rging croton,Croton tiglium,535246
BA DOU,巴豆,Pu rging croton,Croton tiglium,95359686
BA DOU,巴豆,Pu rging croton,Croton tiglium,18413781
BA DOU,巴豆,Pu rging croton,Croton tiglium,10403368
BA DOU,巴豆,Pu rging croton,Croton tiglium,101630470
BA DOU,巴豆,Pu rging croton,Croton tiglium,14109746
BA DOU,巴豆,Pu rging croton,Croton tiglium,15276130
BA DOU,巴豆,Pu rging croton,Croton tiglium,11623835
BA DOU,巴豆,Pu rging croton,Croton tiglium,11708658
BA DOU,巴豆,Pu rging croton,Croton tiglium,160817
BA DOU,巴豆,Pu rging croton,Croton tiglium,3033836
BA DOU,巴豆,Pu rging croton,Croton tiglium,23664772
BA DOU,巴豆,Pu rging croton,Croton tiglium,11252659
BA DOU,巴豆,Pu rging croton,Croton tiglium,53399246
BA DOU,巴豆,Pu rging croton,Croton tiglium,52914864
BA DOU,巴豆,Pu rging croton,Croton tiglium,11005647
BA DOU,巴豆,Pu rging croton,Croton tiglium,5318282
BA DOU,巴豆,Pu rging croton,Croton tiglium,14775
BA DOU,巴豆,Pu rging croton,Croton tiglium,4075158
BA DOU,巴豆,Pu rging croton,Croton tiglium,19706252
BA DOU,巴豆,Pu rging croton,Croton tiglium,1549040
BA DOU,巴豆,Pu rging croton,Croton tiglium,8512
BA DOU,巴豆,Pu rging croton,Croton tiglium,3931
BA DOU,巴豆,Pu rging croton,Croton tiglium,5316762
BA DOU,巴豆,Pu rging croton,Croton tiglium,5284421
BA DOU,巴豆,Pu rging croton,Croton tiglium,5460660
BA DOU,巴豆,Pu rging croton,Croton tiglium,44630435
BA DOU,巴豆,Pu rging croton,Croton tiglium,4277
BA DOU,巴豆,Pu rging croton,Croton tiglium,6075
BA DOU,巴豆,Pu rging croton,Croton tiglium,8195
BA DOU,巴豆,Pu rging croton,Croton tiglium,10468
BA DOU,巴豆,Pu rging croton,Croton tiglium,11147
BA DOU,巴豆,Pu rging croton,Croton tiglium,14262
BA DOU,巴豆,Pu rging croton,Croton tiglium,65086
BA DOU,巴豆,Pu rging croton,Croton tiglium,76908
BA DOU,巴豆,Pu rging croton,Croton tiglium,125472
BA DOU,巴豆,Pu rging croton,Croton tiglium,145881
BA DOU,巴豆,Pu rging croton,Croton tiglium,442072
BA DOU,巴豆,Pu rging croton,Croton tiglium,5281871
BA DOU,巴豆,Pu rging croton,Croton tiglium,100011005
BA DOU,巴豆,Pu rging croton,Croton tiglium,100028683
BA DOU,巴豆,Pu rging croton,Croton tiglium,100003784
BA DOU,巴豆,Pu rging croton,Croton tiglium,100003893
BA DOU,巴豆,Pu rging croton,Croton tiglium,100007703
BA DOU,巴豆,Pu rging croton,Croton tiglium,100008181
BA DOU,巴豆,Pu rging croton,Croton tiglium,100005281
BA DOU,巴豆,Pu rging croton,Croton tiglium,3784
BA DOU,巴豆,Pu rging croton,Croton tiglium,7703
BA DOU,巴豆,Pu rging croton,Croton tiglium,8181
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,10796770
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,11005647
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,19706252
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,342803
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5320252
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,68406
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,54580480
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5319411
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,102468349
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5281600
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,167551
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,10467
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,54670067
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5280489
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,222284
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5315459
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,6916254
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,379
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,11266523
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,9064
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,10343835
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5315742
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,289
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,68171
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5315796
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,323
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,736316
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,8215
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5280450
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,72276
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,284
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5280378
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,65064
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,457801
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5271805
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5317600
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,129629036
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,129629043
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,138107785
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,129630646
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,138114095
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5570
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,44584241
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5318118
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5281654
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,84815
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,10062737
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,3037463
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,938
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,12409
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,445639
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,985
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,126963567
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,849
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,1032
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5280343
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,17751038
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,441074
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,439242
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,493570
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5280805
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,133065414
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,441870
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,8742
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,442085
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,24981346
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5281
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5280794
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,167945
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5318640
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,56932118
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,2548
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,122130345
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,21725806
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,6917929
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,45358010
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,45358012
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5318119
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,18413781
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,11480435
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,439531
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,46906036
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,16211077
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,44445494
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,3033836
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,25202413
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,123966
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,6255
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5665
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,23366000
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,10378473
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,6508
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,14211700
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5988
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,53399169
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,644263
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,25202062
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,312089
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5318717
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,52914864
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5320723
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,52931495
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,636741
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,6324886
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,3363314
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5317058
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,6325934
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5318418
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,1094
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,3931
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,51035411
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5280644
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,45358009
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,6992087
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5460660
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,85611
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,5281858
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,851
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,892
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,439244
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,439533
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,100000965
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,100000573
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,100151118
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,100011112
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,100008181
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,100010542
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,100005281
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,965
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,151118
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,11112
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,8181
BAI BIAN DOU,白扁豆,White hyacinth bean,Semen lablab album,10542
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],53326136
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],3037884
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],98363
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],3037048
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],5318653
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],12304286
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],12304288
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],11726520
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],94160
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],137705801
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],5281408
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],3037101
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],3037886
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],5281411
BAI GOU TENG,白钩藤,White gambirplant,Uncaria sessilifructus [syn.  uclea sessilifructus ],12304323
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,101273519
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,5317369
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,101687152
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,5316881
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,528693
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,5281343
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,5319235
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,101919791
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,10107480
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,5317368
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,354616
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,5317557
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,88308
BAI HUA LONG DAN,,Alpine gentian,Gentia algida,88310
BAI HUA YOU MA TENG,白花油麻藤,Whiteflower mucu,Mucu birdwoodia,11993858
BAI HUA YOU MA TENG,白花油麻藤,Whiteflower mucu,Mucu birdwoodia,442233
BAI HUA YOU MA TENG,白花油麻藤,Whiteflower mucu,Mucu birdwoodia,5280537
BAI HUA YOU MA TENG,白花油麻藤,Whiteflower mucu,Mucu birdwoodia,92222
BAI HUA YOU MA TENG,白花油麻藤,Whiteflower mucu,Mucu birdwoodia,681
BAI HUA YOU MA TENG,白花油麻藤,Whiteflower mucu,Mucu birdwoodia,683
BAI HUA YOU MA TENG,白花油麻藤,Whiteflower mucu,Mucu birdwoodia,837
BAI HUA YOU MA TENG,白花油麻藤,Whiteflower mucu,Mucu birdwoodia,5280540
BAI TU LING,,,,138861
BAI TU LING,,,,10374573
BAI TU LING,,,,11252659
BAI TU LING,,,,7929
BAI TU LING,,,,8158
BAI TU LING,,,,6850715
BAI TU LING,,,,11953814
BAI TU LING,,,,177
BAI TU LING,,,,8094
BAI TU LING,,,,3893
BAI TU LING,,,,178
